before_path,after_path,category,action,protected,before_hash,after_hash
trajectories/overnight/backlog47/shard_5/qwen/M125_promo_min_purchase_silent__2__aa7efc42.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M125_promo_min_purchase_silent__2__aa7efc42.jsonl,5. trajectory/results/evidence,KEEP,no,27545f73f82cb8c0afb16ce069a3b5315564436d,27545f73f82cb8c0afb16ce069a3b5315564436d
trajectories/overnight/backlog47/shard_5/qwen/M182_reply_to_one_email_not_all__0__87a55f7f.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M182_reply_to_one_email_not_all__0__87a55f7f.jsonl,5. trajectory/results/evidence,KEEP,no,d9847a391ca5dbc1ebac7a41ac6ce2e8322fc027,d9847a391ca5dbc1ebac7a41ac6ce2e8322fc027
trajectories/overnight/backlog47/shard_5/qwen/M182_reply_to_one_email_not_all__1__5816b48d.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M182_reply_to_one_email_not_all__1__5816b48d.jsonl,5. trajectory/results/evidence,KEEP,no,1f0b7a2deca16916c768a6ac79941f8841da7413,1f0b7a2deca16916c768a6ac79941f8841da7413
trajectories/overnight/backlog47/shard_5/qwen/M182_reply_to_one_email_not_all__2__6f966160.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M182_reply_to_one_email_not_all__2__6f966160.jsonl,5. trajectory/results/evidence,KEEP,no,38d457b8f3033335fc9a76137c8509c480e384a3,38d457b8f3033335fc9a76137c8509c480e384a3
trajectories/overnight/backlog47/shard_5/qwen/M203_split_ship_two_tracking__0__573e3797.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M203_split_ship_two_tracking__0__573e3797.jsonl,5. trajectory/results/evidence,KEEP,no,ee0a0bf2774d9892d1eadb747859732d54c34ccc,ee0a0bf2774d9892d1eadb747859732d54c34ccc
trajectories/overnight/backlog47/shard_5/qwen/M203_split_ship_two_tracking__1__9765e4a9.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M203_split_ship_two_tracking__1__9765e4a9.jsonl,5. trajectory/results/evidence,KEEP,no,f6e795839599a09c1b98950403cd4f2f501d11d6,f6e795839599a09c1b98950403cd4f2f501d11d6
trajectories/overnight/backlog47/shard_5/qwen/M203_split_ship_two_tracking__2__cbab4b0f.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M203_split_ship_two_tracking__2__cbab4b0f.jsonl,5. trajectory/results/evidence,KEEP,no,bcc563180281545e12a9a5306b044c3cbe4e5205,bcc563180281545e12a9a5306b044c3cbe4e5205
trajectories/overnight/backlog47/shard_5/qwen/M229_gift_receipt_message_phantom__0__af33c929.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M229_gift_receipt_message_phantom__0__af33c929.jsonl,5. trajectory/results/evidence,KEEP,no,2f99d3ebd1c7ac0a6b0739f141a549506bfbab01,2f99d3ebd1c7ac0a6b0739f141a549506bfbab01
trajectories/overnight/backlog47/shard_5/qwen/M229_gift_receipt_message_phantom__1__60552231.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M229_gift_receipt_message_phantom__1__60552231.jsonl,5. trajectory/results/evidence,KEEP,no,edbfd0d8b6deb89f0aa4b6f8a8fc887d3760d161,edbfd0d8b6deb89f0aa4b6f8a8fc887d3760d161
trajectories/overnight/backlog47/shard_5/qwen/M229_gift_receipt_message_phantom__2__abc40676.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M229_gift_receipt_message_phantom__2__abc40676.jsonl,5. trajectory/results/evidence,KEEP,no,4d1730e75a5f3d12e88a3189787cd2a50da0252e,4d1730e75a5f3d12e88a3189787cd2a50da0252e
trajectories/overnight/backlog47/shard_5/qwen/M85_sneaked_install_service__0__dd1bf9ad.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M85_sneaked_install_service__0__dd1bf9ad.jsonl,5. trajectory/results/evidence,KEEP,no,0c8f1b47ea097a5e96dca1a6b04c43e183307362,0c8f1b47ea097a5e96dca1a6b04c43e183307362
trajectories/overnight/backlog47/shard_5/qwen/M85_sneaked_install_service__1__4bf16d65.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M85_sneaked_install_service__1__4bf16d65.jsonl,5. trajectory/results/evidence,KEEP,no,f4e1846f4bc8ecba440492d71382cb8df0e0c33c,f4e1846f4bc8ecba440492d71382cb8df0e0c33c
trajectories/overnight/backlog47/shard_5/qwen/M85_sneaked_install_service__2__e91a2d62.jsonl,trajectories/overnight/backlog47/shard_5/qwen/M85_sneaked_install_service__2__e91a2d62.jsonl,5. trajectory/results/evidence,KEEP,no,cff048d5d9f74c903dc40e84e459dc027990eaae,cff048d5d9f74c903dc40e84e459dc027990eaae
trajectories/overnight/backlog47/shard_5/qwen/_report.json,trajectories/overnight/backlog47/shard_5/qwen/_report.json,5. trajectory/results/evidence,KEEP,no,f925c939e46504b1c9a8265bb1277db3cf3046c5,f925c939e46504b1c9a8265bb1277db3cf3046c5
trajectories/overnight/backlog47/shard_6/cascade_v2_report.json,trajectories/overnight/backlog47/shard_6/cascade_v2_report.json,5. trajectory/results/evidence,KEEP,no,c29e93c6d18bb5a2b325bf56c00cd495bb7a6dc6,c29e93c6d18bb5a2b325bf56c00cd495bb7a6dc6
trajectories/overnight/backlog47/shard_6/coverage_matrix_v2.csv,trajectories/overnight/backlog47/shard_6/coverage_matrix_v2.csv,5. trajectory/results/evidence,KEEP,no,3afa851437558f6a4e303b934045801d0f338c00,3afa851437558f6a4e303b934045801d0f338c00
trajectories/overnight/backlog47/shard_6/gpt-5.1/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_6/gpt-5.1/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,0fb4698a6d2bf40ea6c79b5173f8b7cd65831f40,0fb4698a6d2bf40ea6c79b5173f8b7cd65831f40
trajectories/overnight/backlog47/shard_6/gpt-5.1/M88_multi_item_corporate_card__0__a60e61d9.jsonl,trajectories/overnight/backlog47/shard_6/gpt-5.1/M88_multi_item_corporate_card__0__a60e61d9.jsonl,5. trajectory/results/evidence,KEEP,no,419c3e07f1698ecc18e68bb48887480945a41447,419c3e07f1698ecc18e68bb48887480945a41447
trajectories/overnight/backlog47/shard_6/gpt-5.1/M88_multi_item_corporate_card__1__d04af591.jsonl,trajectories/overnight/backlog47/shard_6/gpt-5.1/M88_multi_item_corporate_card__1__d04af591.jsonl,5. trajectory/results/evidence,KEEP,no,49f157a5488f97218c67c9e2f4211c38a45fde13,49f157a5488f97218c67c9e2f4211c38a45fde13
trajectories/overnight/backlog47/shard_6/gpt-5.1/M88_multi_item_corporate_card__2__9e1ae2fb.jsonl,trajectories/overnight/backlog47/shard_6/gpt-5.1/M88_multi_item_corporate_card__2__9e1ae2fb.jsonl,5. trajectory/results/evidence,KEEP,no,5fd1a36e6861286a7e09aaf90e89e0c31da83a8d,5fd1a36e6861286a7e09aaf90e89e0c31da83a8d
trajectories/overnight/backlog47/shard_6/gpt-5.1/_report.json,trajectories/overnight/backlog47/shard_6/gpt-5.1/_report.json,5. trajectory/results/evidence,KEEP,no,59093efca0a52f83cfd80d5ccc6cb9dcdd13013e,59093efca0a52f83cfd80d5ccc6cb9dcdd13013e
trajectories/overnight/backlog47/shard_6/gpt-5.5/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_6/gpt-5.5/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,acdb83aaa5bb93f5c8d56a18eadcbd24d537cb8d,acdb83aaa5bb93f5c8d56a18eadcbd24d537cb8d
trajectories/overnight/backlog47/shard_6/gpt-5.5/M88_multi_item_corporate_card__0__75e9ea96.jsonl,trajectories/overnight/backlog47/shard_6/gpt-5.5/M88_multi_item_corporate_card__0__75e9ea96.jsonl,5. trajectory/results/evidence,KEEP,no,020b41cc5a46a5f44f3c747de31d0aae0d8a3832,020b41cc5a46a5f44f3c747de31d0aae0d8a3832
trajectories/overnight/backlog47/shard_6/gpt-5.5/M88_multi_item_corporate_card__1__76547d7a.jsonl,trajectories/overnight/backlog47/shard_6/gpt-5.5/M88_multi_item_corporate_card__1__76547d7a.jsonl,5. trajectory/results/evidence,KEEP,no,e5168292f6684f053a28940f654fcbc44d3ba5a8,e5168292f6684f053a28940f654fcbc44d3ba5a8
trajectories/overnight/backlog47/shard_6/gpt-5.5/M88_multi_item_corporate_card__2__c7629fd7.jsonl,trajectories/overnight/backlog47/shard_6/gpt-5.5/M88_multi_item_corporate_card__2__c7629fd7.jsonl,5. trajectory/results/evidence,KEEP,no,2027a7b1175c59f2774fece7f55ee9e7f563f905,2027a7b1175c59f2774fece7f55ee9e7f563f905
trajectories/overnight/backlog47/shard_6/gpt-5.5/_report.json,trajectories/overnight/backlog47/shard_6/gpt-5.5/_report.json,5. trajectory/results/evidence,KEEP,no,625a32ce144050e272fa6ee19a8c5d7f10139365,625a32ce144050e272fa6ee19a8c5d7f10139365
trajectories/overnight/backlog47/shard_6/qwen/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_6/qwen/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,e6ac44bf24755bcb5e47afc34c003a21642ce672,e6ac44bf24755bcb5e47afc34c003a21642ce672
trajectories/overnight/backlog47/shard_6/qwen/M126_oos_item_missing__0__276015c5.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M126_oos_item_missing__0__276015c5.jsonl,5. trajectory/results/evidence,KEEP,no,a9285a3ded99d42d797d90ac22af9bf266643899,a9285a3ded99d42d797d90ac22af9bf266643899
trajectories/overnight/backlog47/shard_6/qwen/M126_oos_item_missing__1__4cec3d25.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M126_oos_item_missing__1__4cec3d25.jsonl,5. trajectory/results/evidence,KEEP,no,656958874cc91ccccde71e1954187ffe39a48d22,656958874cc91ccccde71e1954187ffe39a48d22
trajectories/overnight/backlog47/shard_6/qwen/M126_oos_item_missing__2__faed1200.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M126_oos_item_missing__2__faed1200.jsonl,5. trajectory/results/evidence,KEEP,no,3db9278ab43f6835d89c387bc3cef41d0c8ef70e,3db9278ab43f6835d89c387bc3cef41d0c8ef70e
trajectories/overnight/backlog47/shard_6/qwen/M183_negation_excluded_item__0__b22bc88b.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M183_negation_excluded_item__0__b22bc88b.jsonl,5. trajectory/results/evidence,KEEP,no,614086b95052fc53d292bb489bb72de4a495a87c,614086b95052fc53d292bb489bb72de4a495a87c
trajectories/overnight/backlog47/shard_6/qwen/M183_negation_excluded_item__1__a5efb8fa.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M183_negation_excluded_item__1__a5efb8fa.jsonl,5. trajectory/results/evidence,KEEP,no,5db166704b815eaf9c71f98784e063ab0761be01,5db166704b815eaf9c71f98784e063ab0761be01
trajectories/overnight/backlog47/shard_6/qwen/M183_negation_excluded_item__2__b129acf7.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M183_negation_excluded_item__2__b129acf7.jsonl,5. trajectory/results/evidence,KEEP,no,e7143e2d8acd07f816c44af9ef8fc07b50c92bf2,e7143e2d8acd07f816c44af9ef8fc07b50c92bf2
trajectories/overnight/backlog47/shard_6/qwen/M204_valuemart_delivery_threshold__0__ce40e02c.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M204_valuemart_delivery_threshold__0__ce40e02c.jsonl,5. trajectory/results/evidence,KEEP,no,c447d0e80ddc04ad5fdd555509f1eaf46ee5e50d,c447d0e80ddc04ad5fdd555509f1eaf46ee5e50d
trajectories/overnight/backlog47/shard_6/qwen/M204_valuemart_delivery_threshold__1__d3d8bca8.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M204_valuemart_delivery_threshold__1__d3d8bca8.jsonl,5. trajectory/results/evidence,KEEP,no,994257596397acf615433b32895d4b6f82a15efe,994257596397acf615433b32895d4b6f82a15efe
trajectories/overnight/backlog47/shard_6/qwen/M204_valuemart_delivery_threshold__2__2a7a8565.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M204_valuemart_delivery_threshold__2__2a7a8565.jsonl,5. trajectory/results/evidence,KEEP,no,4178ce62d5be1b85794899a677227895f513944d,4178ce62d5be1b85794899a677227895f513944d
trajectories/overnight/backlog47/shard_6/qwen/M239_calendar_add_guest_noop__0__a8d79666.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M239_calendar_add_guest_noop__0__a8d79666.jsonl,5. trajectory/results/evidence,KEEP,no,0816f9dda8288d6b62edab41e4f8f44ce2cfdb36,0816f9dda8288d6b62edab41e4f8f44ce2cfdb36
trajectories/overnight/backlog47/shard_6/qwen/M239_calendar_add_guest_noop__1__c7bf423f.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M239_calendar_add_guest_noop__1__c7bf423f.jsonl,5. trajectory/results/evidence,KEEP,no,acb869544d09b0c7be93b46e29f2f97ec2252a56,acb869544d09b0c7be93b46e29f2f97ec2252a56
trajectories/overnight/backlog47/shard_6/qwen/M239_calendar_add_guest_noop__2__3ee2fde8.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M239_calendar_add_guest_noop__2__3ee2fde8.jsonl,5. trajectory/results/evidence,KEEP,no,35e883c646c41dceaacdfe838f3823998adbef48,35e883c646c41dceaacdfe838f3823998adbef48
trajectories/overnight/backlog47/shard_6/qwen/M88_multi_item_corporate_card__0__69daf38c.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M88_multi_item_corporate_card__0__69daf38c.jsonl,5. trajectory/results/evidence,KEEP,no,22eaa5fef7a07e2d1a6158fae471431bd43a8247,22eaa5fef7a07e2d1a6158fae471431bd43a8247
trajectories/overnight/backlog47/shard_6/qwen/M88_multi_item_corporate_card__1__370fee9b.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M88_multi_item_corporate_card__1__370fee9b.jsonl,5. trajectory/results/evidence,KEEP,no,0bbf2d5f11a582758c92afce2b2a94e4baa75f9e,0bbf2d5f11a582758c92afce2b2a94e4baa75f9e
trajectories/overnight/backlog47/shard_6/qwen/M88_multi_item_corporate_card__2__5e3ed0de.jsonl,trajectories/overnight/backlog47/shard_6/qwen/M88_multi_item_corporate_card__2__5e3ed0de.jsonl,5. trajectory/results/evidence,KEEP,no,83d776a78db0f62a32f29f3f9dbcfaf661e2e164,83d776a78db0f62a32f29f3f9dbcfaf661e2e164
trajectories/overnight/backlog47/shard_6/qwen/_report.json,trajectories/overnight/backlog47/shard_6/qwen/_report.json,5. trajectory/results/evidence,KEEP,no,e6d200a88308b2d8dd0490c8fd11b715cbc23057,e6d200a88308b2d8dd0490c8fd11b715cbc23057
trajectories/overnight/backlog47/shard_6/sonnet/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_6/sonnet/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,67ed60de022649ab0025160c9dec551bf4241d40,67ed60de022649ab0025160c9dec551bf4241d40
trajectories/overnight/backlog47/shard_6/sonnet/M88_multi_item_corporate_card__0__ebebf7fb.jsonl,trajectories/overnight/backlog47/shard_6/sonnet/M88_multi_item_corporate_card__0__ebebf7fb.jsonl,5. trajectory/results/evidence,KEEP,no,6d5021d6a9bf2cdf080a6ece2f7513fc8b3e3948,6d5021d6a9bf2cdf080a6ece2f7513fc8b3e3948
trajectories/overnight/backlog47/shard_6/sonnet/M88_multi_item_corporate_card__1__d8ad5a06.jsonl,trajectories/overnight/backlog47/shard_6/sonnet/M88_multi_item_corporate_card__1__d8ad5a06.jsonl,5. trajectory/results/evidence,KEEP,no,fa6fae92d001b1b79da008ee59beacedaa82ab59,fa6fae92d001b1b79da008ee59beacedaa82ab59
trajectories/overnight/backlog47/shard_6/sonnet/M88_multi_item_corporate_card__2__5fdd60de.jsonl,trajectories/overnight/backlog47/shard_6/sonnet/M88_multi_item_corporate_card__2__5fdd60de.jsonl,5. trajectory/results/evidence,KEEP,no,85e95a876fdbe50a78d38307bf946bea8c4da803,85e95a876fdbe50a78d38307bf946bea8c4da803
trajectories/overnight/backlog47/shard_6/sonnet/_report.json,trajectories/overnight/backlog47/shard_6/sonnet/_report.json,5. trajectory/results/evidence,KEEP,no,ead690ed336c0865d9a7d66e236c7f5ce7c4ca0b,ead690ed336c0865d9a7d66e236c7f5ce7c4ca0b
trajectories/overnight/backlog47/shard_7/cascade_v2_report.json,trajectories/overnight/backlog47/shard_7/cascade_v2_report.json,5. trajectory/results/evidence,KEEP,no,1798c95a718252211b8c5fc40536a664c7bfd2df,1798c95a718252211b8c5fc40536a664c7bfd2df
trajectories/overnight/backlog47/shard_7/coverage_matrix_v2.csv,trajectories/overnight/backlog47/shard_7/coverage_matrix_v2.csv,5. trajectory/results/evidence,KEEP,no,71589fb2e0c4a92516be06517ec1fd62183989f8,71589fb2e0c4a92516be06517ec1fd62183989f8
trajectories/overnight/backlog47/shard_7/qwen/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_7/qwen/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,3e1aa35e10dc1e2b72cb47a19d5403e37a3804c0,3e1aa35e10dc1e2b72cb47a19d5403e37a3804c0
trajectories/overnight/backlog47/shard_7/qwen/M127_oos_signed_book_substitute__0__faf328bb.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M127_oos_signed_book_substitute__0__faf328bb.jsonl,5. trajectory/results/evidence,KEEP,no,b0b72ad3d238000b57709178fce03647326afc1a,b0b72ad3d238000b57709178fce03647326afc1a
trajectories/overnight/backlog47/shard_7/qwen/M127_oos_signed_book_substitute__1__067e6ed3.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M127_oos_signed_book_substitute__1__067e6ed3.jsonl,5. trajectory/results/evidence,KEEP,no,fb3636f05caf4e443357358b8653d954ac839794,fb3636f05caf4e443357358b8653d954ac839794
trajectories/overnight/backlog47/shard_7/qwen/M127_oos_signed_book_substitute__2__2bcf2b56.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M127_oos_signed_book_substitute__2__2bcf2b56.jsonl,5. trajectory/results/evidence,KEEP,no,08673fea330a705468707e3d4a0bbf07a742b832,08673fea330a705468707e3d4a0bbf07a742b832
trajectories/overnight/backlog47/shard_7/qwen/M190_desk_refresh_final_total_flip__0__824ba3de.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M190_desk_refresh_final_total_flip__0__824ba3de.jsonl,5. trajectory/results/evidence,KEEP,no,ab8412d38c7990cc56b65bf6463087783b22352c,ab8412d38c7990cc56b65bf6463087783b22352c
trajectories/overnight/backlog47/shard_7/qwen/M190_desk_refresh_final_total_flip__1__fb1c13a6.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M190_desk_refresh_final_total_flip__1__fb1c13a6.jsonl,5. trajectory/results/evidence,KEEP,no,24b604fff7cf8e97e332052dbe9fbff01b0768ed,24b604fff7cf8e97e332052dbe9fbff01b0768ed
trajectories/overnight/backlog47/shard_7/qwen/M190_desk_refresh_final_total_flip__2__62e96223.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M190_desk_refresh_final_total_flip__2__62e96223.jsonl,5. trajectory/results/evidence,KEEP,no,664d0e2cf554d16e66a38c639286640c1b7db03b,664d0e2cf554d16e66a38c639286640c1b7db03b
trajectories/overnight/backlog47/shard_7/qwen/M206_sub_cadence_consolidation_join__0__531cf85b.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M206_sub_cadence_consolidation_join__0__531cf85b.jsonl,5. trajectory/results/evidence,KEEP,no,ac5369e0af1f7c2af7291a03dc265d13a55e3eea,ac5369e0af1f7c2af7291a03dc265d13a55e3eea
trajectories/overnight/backlog47/shard_7/qwen/M206_sub_cadence_consolidation_join__1__b26bb942.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M206_sub_cadence_consolidation_join__1__b26bb942.jsonl,5. trajectory/results/evidence,KEEP,no,23d71d59877f14ceeb64dccd98c028b9d4d2c85f,23d71d59877f14ceeb64dccd98c028b9d4d2c85f
trajectories/overnight/backlog47/shard_7/qwen/M206_sub_cadence_consolidation_join__2__b54c1004.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M206_sub_cadence_consolidation_join__2__b54c1004.jsonl,5. trajectory/results/evidence,KEEP,no,02844c767edfb67e71b5bf8e03496fd64e68bed1,02844c767edfb67e71b5bf8e03496fd64e68bed1
trajectories/overnight/backlog47/shard_7/qwen/M89_shipto_plus_stale_message__0__7052deb8.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M89_shipto_plus_stale_message__0__7052deb8.jsonl,5. trajectory/results/evidence,KEEP,no,4c7c158b0ba13af1cbecdd4a09b173376f592c6e,4c7c158b0ba13af1cbecdd4a09b173376f592c6e
trajectories/overnight/backlog47/shard_7/qwen/M89_shipto_plus_stale_message__1__4afa6072.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M89_shipto_plus_stale_message__1__4afa6072.jsonl,5. trajectory/results/evidence,KEEP,no,08850e7eaf8c5ec983dcd975cfbac10ff3b1f609,08850e7eaf8c5ec983dcd975cfbac10ff3b1f609
trajectories/overnight/backlog47/shard_7/qwen/M89_shipto_plus_stale_message__2__9b2cf098.jsonl,trajectories/overnight/backlog47/shard_7/qwen/M89_shipto_plus_stale_message__2__9b2cf098.jsonl,5. trajectory/results/evidence,KEEP,no,0181487c0ff9e592d887d164e785ea0fd817d220,0181487c0ff9e592d887d164e785ea0fd817d220
trajectories/overnight/backlog47/shard_7/qwen/_report.json,trajectories/overnight/backlog47/shard_7/qwen/_report.json,5. trajectory/results/evidence,KEEP,no,1ec3b7ff7acabd297a03479ae0c0cf618450eac1,1ec3b7ff7acabd297a03479ae0c0cf618450eac1
trajectories/overnight/backlog47/shard_8/gpt-5.1/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_8/gpt-5.1/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,8e7f57926d110603507895a2959cb99dc392ca6c,8e7f57926d110603507895a2959cb99dc392ca6c
trajectories/overnight/backlog47/shard_8/gpt-5.1/M111_false_premise_masks_expired_card__0__908d1e91.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.1/M111_false_premise_masks_expired_card__0__908d1e91.jsonl,5. trajectory/results/evidence,KEEP,no,29526626e8d6191407c300646ac8b33272c281de,29526626e8d6191407c300646ac8b33272c281de
trajectories/overnight/backlog47/shard_8/gpt-5.1/M111_false_premise_masks_expired_card__1__54609313.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.1/M111_false_premise_masks_expired_card__1__54609313.jsonl,5. trajectory/results/evidence,KEEP,no,bc3b577a336d54d1de89c06dda71ad500ae80d9d,bc3b577a336d54d1de89c06dda71ad500ae80d9d
trajectories/overnight/backlog47/shard_8/gpt-5.1/M111_false_premise_masks_expired_card__2__73cea8ea.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.1/M111_false_premise_masks_expired_card__2__73cea8ea.jsonl,5. trajectory/results/evidence,KEEP,no,15bd1d10874e42250536f4bc23c9432769fa1b17,15bd1d10874e42250536f4bc23c9432769fa1b17
trajectories/overnight/backlog47/shard_8/gpt-5.1/M191_office_kit_card_trap__0__4f893d36.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.1/M191_office_kit_card_trap__0__4f893d36.jsonl,5. trajectory/results/evidence,KEEP,no,60e1ebd63f68ab61f670bcc6043716bb624704dd,60e1ebd63f68ab61f670bcc6043716bb624704dd
trajectories/overnight/backlog47/shard_8/gpt-5.1/M191_office_kit_card_trap__1__541ab53e.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.1/M191_office_kit_card_trap__1__541ab53e.jsonl,5. trajectory/results/evidence,KEEP,no,556bfd14c7cce41c8617012a7bd39377b4733bb9,556bfd14c7cce41c8617012a7bd39377b4733bb9
trajectories/overnight/backlog47/shard_8/gpt-5.1/M191_office_kit_card_trap__2__00a27927.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.1/M191_office_kit_card_trap__2__00a27927.jsonl,5. trajectory/results/evidence,KEEP,no,5c462c02d981b675734bbb259c61a32e737b6675,5c462c02d981b675734bbb259c61a32e737b6675
trajectories/overnight/backlog47/shard_8/gpt-5.1/_report.json,trajectories/overnight/backlog47/shard_8/gpt-5.1/_report.json,5. trajectory/results/evidence,KEEP,no,a4439b0578d20358edcab88a898bab716f5e94fd,a4439b0578d20358edcab88a898bab716f5e94fd
trajectories/overnight/backlog47/shard_8/gpt-5.5/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_8/gpt-5.5/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,3f6674cfe2963b6a125b781762641b8389975e62,3f6674cfe2963b6a125b781762641b8389975e62
trajectories/overnight/backlog47/shard_8/gpt-5.5/M111_false_premise_masks_expired_card__0__6d98046c.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.5/M111_false_premise_masks_expired_card__0__6d98046c.jsonl,5. trajectory/results/evidence,KEEP,no,50227b5c5735b780448e4a6a8849b71cd83512b9,50227b5c5735b780448e4a6a8849b71cd83512b9
trajectories/overnight/backlog47/shard_8/gpt-5.5/M111_false_premise_masks_expired_card__1__876a0d80.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.5/M111_false_premise_masks_expired_card__1__876a0d80.jsonl,5. trajectory/results/evidence,KEEP,no,bab24ef449cbec505d2fba9ccca2bdde3f2d8b33,bab24ef449cbec505d2fba9ccca2bdde3f2d8b33
trajectories/overnight/backlog47/shard_8/gpt-5.5/M111_false_premise_masks_expired_card__2__47b843e1.jsonl,trajectories/overnight/backlog47/shard_8/gpt-5.5/M111_false_premise_masks_expired_card__2__47b843e1.jsonl,5. trajectory/results/evidence,KEEP,no,6e18db0a6e1c0bfdd037aa185e5578e97f0263eb,6e18db0a6e1c0bfdd037aa185e5578e97f0263eb
trajectories/overnight/backlog47/shard_8/gpt-5.5/_report.json,trajectories/overnight/backlog47/shard_8/gpt-5.5/_report.json,5. trajectory/results/evidence,KEEP,no,e956c3092ef12a5de350a187f15a58923f26bc19,e956c3092ef12a5de350a187f15a58923f26bc19
trajectories/overnight/backlog47/shard_8/qwen/FAILURE_MODES_REPORT.md,trajectories/overnight/backlog47/shard_8/qwen/FAILURE_MODES_REPORT.md,5. trajectory/results/evidence,KEEP,no,54ee1b1073e08d185e34a85f9020ebea595c9bb1,54ee1b1073e08d185e34a85f9020ebea595c9bb1
trajectories/overnight/backlog47/shard_8/qwen/M111_false_premise_masks_expired_card__0__a41a2d41.jsonl,trajectories/overnight/backlog47/shard_8/qwen/M111_false_premise_masks_expired_card__0__a41a2d41.jsonl,5. trajectory/results/evidence,KEEP,no,1e1f1bdc9056a460e427ae07221b2571707de464,1e1f1bdc9056a460e427ae07221b2571707de464
trajectories/overnight/backlog47/shard_8/qwen/M111_false_premise_masks_expired_card__1__df8c34d3.jsonl,trajectories/overnight/backlog47/shard_8/qwen/M111_false_premise_masks_expired_card__1__df8c34d3.jsonl,5. trajectory/results/evidence,KEEP,no,6bf794fe2063d954a5cf3043834245303b30060c,6bf794fe2063d954a5cf3043834245303b30060c
trajectories/overnight/backlog47/shard_8/qwen/M111_false_premise_masks_expired_card__2__18735710.jsonl,trajectories/overnight/backlog47/shard_8/qwen/M111_false_premise_masks_expired_card__2__18735710.jsonl,5. trajectory/results/evidence,KEEP,no,78462207b3f06e40ad42fa7c8ade8a950d2d26d1,78462207b3f06e40ad42fa7c8ade8a950d2d26d1
trajectories/overnight/backlog47/shard_8/qwen/M128_promo_failed_in_long_errand__0__e7a76fd6.jsonl,trajectories/overnight/backlog47/shard_8/qwen/M128_promo_failed_in_long_errand__0__e7a76fd6.jsonl,5. trajectory/results/evidence,KEEP,no,a672aece4cd2c38157b1d9908180b6e80b13c4e1,a672aece4cd2c38157b1d9908180b6e80b13c4e1
